start	end	text
7841573	7859970	and add the following additional factors to favorably consider projects which include more accessible units than required by law, limit residential parking, are deeply affordable, emphasize priority groups as identified by the Colorado Housing and Finance Authority,
7860085	7870429	and incorporate smaller footprint retail, including below market rate units, below market rate retail, excuse me, that prioritizes local businesses and entrepreneurs.
7873236	7875461	Excellent.
7875481	7876403	And do we have a second on that?
7876985	7877606	Second.
7877626	7878448	Hardwick is the second.
7880521	7882165	Secretary, would you like to discuss further?
7882425	7882786	Thank you.
7882806	7883027	Yes.
7883367	7895695	Before I get into my remarks, I'd like to ask Executive Manager Kroll to briefly describe the five pieces of written public comment that we received on this recommended action from some of our local public officials.
7896232	7904392	Yes, so four of the written public common items were submitted by individuals specifically supportive of the change director Nicholson is offering.
7904412	7914055	And those four individuals were the mayor of Boulder, a city council member from Boulder, a city council member from Westminster and the Colorado Cross Disability Coalition.
7914035	7928098	And then the fifth letter was submitted by SWEAP in joint with Conservation Colorado and Denver Streets Partnership, which spoke more broadly to the overall changes being offered this evening.
7930943	7931564	Perfect, Secretary.
7932045	7933347	Thank you.
7933367	7935891	And thank you, Executive Manager Crawl.
7936630	7939394	So here at RTD, we make lives better through connections.
7939755	7943381	Tonight as a board, we have an opportunity to do that in a particularly powerful way.
7944242	7946125	Our rider surveys tell a clear story.
7946666	7953277	Over half our passengers live below 200% of the federal poverty level, and they are far less likely to own a car.
7954018	7960849	Our riders with disabilities use RTD at disproportionately high rates, as do other vulnerable populations in our community.
7960829	7967738	Yet only a fraction of affordable housing developed near our stations truly meets the needs of our most dedicated riders.
7968419	7972405	Communities in our state have struggled to create housing targeted at our ridership.
7972785	7979134	Inclusionary zoning has mostly led to housing at 60% AMI, about $51,000 a year in earnings.
7979694	7988406	This housing is necessary but priced well out of reach for someone making only $31,000, which is 200% of the federal poverty line.
7988386	7997766	This amendment empowers RTD to deepen our land discount offerings, up to 75%, to incentivize projects specifically tailored to the actual economic realities of our riders.
7998428	8000151	Here's how that can work in practice.
8000171	8007407	Just this month, Denver Health donated the land to create Tapestry, a deeply affordable, accessible, transit-oriented housing project.
8007775	8016789	It supports a range of affordability from 30% to 80%, as well as far more three-bedroom and even four-bedroom units than most affordable projects being built today.
8017590	8024842	It targets accessibility because distance to transit is a major barrier for people with disabilities to use transit.
8024862	8032213	This holds for all types of disabilities and unfortunately, painfully few Class A fully accessible units exist
8032193	8033715	in the RTD service area.
8034255	8038579	By creating greater incentives for developers, we can do a lot to play our part in fixing that.
8039340	8045767	It's late, so I won't go through the argument for reduced parking and the service of CHFA's priority populations.
8046047	8047649	You all have an email from me with that data.
8048169	8054616	But I do want Director Harwick to speak after me to address the language he added on smaller footprint and below market retail.
8055437	8061863	Community is about more than housing, and I enthusiastically added his language for the reasons he'll highlight.
8062113	8066820	This framework recognizes that we are not the housing policy experts.
8067341	8086290	It increases the scope of our tools and trusts our staff to use them effectively to bring us thoughtful projects, projects that align with our strategic priority of community value and enable us to grow ridership by putting the people who most need transit where they can best be served by it.
8086831	8088233	I ask your support for this amendment.
8088754	8088954	Thank you.
8089856	8090196	Dr. Harbert.
8091661	8108050	Yeah, so I wanted to make sure that when we're talking about TOD that we're really thinking also about mixed use TOD and I'm wildly in favor of Anything that we can do to bring more housing let alone affordable housing to
8108030	8109191	to our park and rides.
8109211	8120846	I do think it's really key that we also think about what are the businesses that we are bringing in there and, you know, having spent a lot of time working at Starbucks and a good friend of mine works at Starbucks.
8120866	8129717	You know, I'm also really in favor of coffee shops like Prodigy and smaller shops, but also thinking about when I've traveled to other
8129697	8152144	Communities throughout the world there oftentimes are smaller retail shops that give Young entrepreneurs that opportunity to start a business and not be burdened by a larger footprint that Some of our larger restaurants or larger retail shops can they can cover those those costs so you know this this to me was a way to encourage local businesses to
8152124	8167852	start up or expand and, you know, give them the opportunity in a place that we all, you know, we all, when we go to a parking ride and there's not something there to grab that quick bite to eat, I want to give them that opportunity, everyone that opportunity, one to shop there and sell there.
8169415	8172260	Director Harwick, any further discussion on this amendment?
8173362	8173963	Director Usha.
8174230	8176513	Uh, Mr. Chair, maybe you can help me here.
8176613	8181940	So I had a comment slash, but I had a comment on the main motion, but we moved to amendments.
8182361	8188269	But like recognizing that Secretary Nicholson's language can't exist without the motion language of the way it's drafted.
8188489	8190432	May I just make a general comment?
8190452	8191373	Does that sort of make sense?
8191533	8196560	It would apply to both, but I don't know if I would be called out of order and I'm tired of what you say.
8196600	8197201	So you know what?
8197221	8197641	Why not?
8197721	8198783	Let's give it a try.
8198863	8199664	Thanks.
8199644	8200305	I'm doing my best.
8200826	8212644	Okay, so this morning we got an email from staff that addressed some outstanding questions that I still had, just so I knew what I was voting on.
8213205	8226225	And I have a heartburn over just the main motion because the way it's written, we as a board,
8226475	8240030	are not just expanding the bounds of what a policy is, we're also signing away like 30 plus years of precedent of having this guardrail that says, before you go dispense of real property, get our preliminary authorization.
8240651	8248600	So I guess like I've, so I am already a little bit uncomfortable.
8249000	8251723	And also the policy says that if
8252092	8258579	A developer, as it relates to housing, cannot meet our 50% standard.
8259039	8264105	They could still get a major discount, and it could be millions and millions of dollars.
8264645	8271312	And so those two combined, and just recognizing that these deals take a long, long time, they're not suburb projects.
8272794	8281643	In sum, it means that all of that is going to happen, and then it's going to come back to the board when all of those decisions have been made.
8281859	8301235	and that and so it's for that because I'm struggling with the original proposal but I can accept it for now is why I can't vote yes on Secretary Nicholson's amendment because it doesn't because we don't have guardrails that I would prefer so I
8301603	8305688	I hope that was not out of order and if it was, thanks for not calling me out of order.
8305708	8306069	Thank you.
8306409	8307130	Are you director chef?
8307471	8308032	Director Guzmore.
8308873	8315642	So, ETOD has been discussed a number of times in the committee and this is my concern.
8318446	8324033	Although I am with you in spirit, deeply affordable housing is really important.
8324519	8333892	I'm not sure that giving an additional 25% discount in our policy is wise for a number of reasons.
8334233	8338679	I do believe, however, and maybe Madam CEO or Ms.
8338719	8341403	Chessie Brady might be able to speak to this, I'm not sure.
8343206	8350476	What we were asked for in this policy was to give guidelines to begin negotiation that would eventually come back to this board.
8351688	8363853	Let's say a developer comes to us and just brings us an amazing proposal that includes everything that you could want in a development and more.
8363873	8369605	I don't see why they wouldn't necessarily come back to us and say, hey, they're willing to do all of these things.
8369985	8370827	They being staff.
8371145	8385639	and asking for an additional amount of up to whatever amount makes sense to give that discount from the board that we would consider properly and then be able to authorize in that moment.
8386379	8392866	But in order to begin the process, we were simply asked to give authorization for them to work within a parameter.
8392926	8399272	That way there was no confusion that they would be able to do a 30 to 50% discount as was written in the original policy.
8399772	8400713	Beyond that,
8401385	8408376	the board would still have authority, as I understand it, if we were asked to offer an additional discount for more.
8409037	8426785	I don't know that we need to lock that into policy, and it does the one thing that I was trained by former directors and members that are currently here not to do, which is bind future boards in a way that creates difficulty for us to do our job as the fiduciaries of the agency.
8426945	8428928	And so I would like to ask that question
8429431	8442383	Is there anything that would prevent you from coming back to us if we were to receive such an excellent proposal that prevents you from saying, can we receive an additional discount to offer a developer board?
8443125	8445330	And would you approve this so we can make a project work?
8447116	8447296	Ms.
8447316	8449059	Brady, first off, thank you for your patience.
8449079	8451122	I greatly appreciate you sticking around tonight.
8451162	8451602	Of course.
8451923	8453204	You're recognized.
8453525	8453865	Thank you.
8454526	8457450	No, there is nothing that would stop us from doing that.
8457931	8463639	As you say, the point of the policy is to create guardrails and certainty within those guardrails.
8464380	8473652	We would use the opinions of the board to guide developers towards what we think the board would be interested in as we're negotiating with them.
8473753	8474794	And we would come back to the board
8475112	8477235	for approval of any given project.
8478056	8478417	Thank you.
8479218	8491356	One more quick thing and Director Banker, Treasurer Banker, the sales and the lease income from our real estate properties are put into a specific account.
8491456	8492398	Can you guess which one?
8493139	8504916	Because when we deeply discount things beyond where we should, we are saying no to the potential income that we could use for operations and maintenance and service provision
8505554	8506636	elsewhere in the agency.
8507296	8514907	So on balance, real estate and real property are a finite resource, and dollars can be stretched thin.
8515668	8526324	But how we use the opportunity to either receive money to prolong and serve the public further is a huge consideration in this.
8526564	8531191	So although I am with you in spirit, I would be voting no on the amendment as it is right now.
8531872	8532492	Thank you, Director.
8533434	8534295	Director Pagulieri.
8534630	8536292	Thank you, I'll be brief.
8536712	8541438	I really like the language that highlights these things that I deeply agree with.
8542219	8543801	I am a little bit concerned about two things.
8543841	8546544	The first is the language deeply affordable.
8546564	8551309	It's a little bit ambiguous, if I'm saying that right.
8552291	8562983	And I think using language like that can, like, what's to say, they discounted $100 to some, that's a deep discount to others, that's nothing.
8562963	8570914	So I'd recommend removing that word and just maybe also deeply affordable unless you can divine it elsewhere.
8571435	8573638	But I do want to leave this language.
8573658	8581950	And the other thing is I just have a hard time giving a 75% discount even with these things that I want.
8581930	8598726	And perhaps that this is a really limited circumstance that we'd give 75%, but this is our property and I really would like to see it sold for the highest value to benefit all.
8598947	8599287	Thank you.
8599788	8601913	Thank you, Director.
8602889	8605332	Just a quick question.
8605892	8613261	Some of these surplus properties that we're talking about, we are not including our current park and rides, correct?
8614282	8620489	Would be excess land, perhaps around a park and ride, but not one of our park and rides.
8622011	8622992	Just clarification.
8623733	8624214	Thank you.
8624234	8628158	So this policy is aimed at transoriented development.
8628619	8630601	So property that RTD owns
8630800	8633784	at transit stations or near high frequency transit.
8634404	8647240	Access property and surplus property are definable terms that perhaps Michelle could help us with, but those are distinctive properties that the board has named to be excess and surplus.
8647661	8650384	And so I just want to separate that from a park and ride.
8650424	8652407	A park and ride is certainly not excess or surplus.
8653268	8655531	It may have underutilized land.
8655691	8659896	It may have a large drainage area that is part of the park and ride.
8660551	8669414	But not every development that we would consider on a park and ride would remove parking if that's getting more to your question.
8670216	8670938	Okay, yes.
8673425	8674307	Secretary Nicholson.
8675435	8678138	I actually have some questions for Ms.
8678659	8678979	Brady.
8679620	8684386	So first off, Director Pagliari raised the concern about the term deep affordability.
8685006	8689612	I think you and I know what that means, but maybe the rest of the board doesn't, given it's a term of art.
8689672	8693356	Can you elaborate on what that's referring to?
8694097	8694258	Ms.
8694298	8694538	Brady.
8694978	8695279	Sure.
8695339	8695519	Yes.
8695819	8703889	Deep affordability is a term in the affordable housing network that means generally 30 to 40% of AMI.
8704308	8709427	It is squishy, I think still, but generally it's understood to mean 30 to 40%.
8709487	8711635	Secretary.
8712070	8719360	So second question, I've heard a couple of concerns about 75% as a discount.
8721042	8734541	I was hoping maybe you could speak to like, because I mentioned it a little bit, but as someone who's an expert in the space, and I will say you and I worked pretty closely together on this language and went back and forth, you did a meeting with me.
8734621	8737024	So this isn't just something that I wrote myself.
8737104	8741470	This is something that got vetted pretty heavily by staff.
8742395	8758017	What impact does a greater discount have on the types of projects that in the affordable housing space you tend to see people able to build?
8758077	8762243	At least from where I sit, the reason for doing this is that
8762223	8771859	When it comes to those deeply affordable, which are deeply subsidized units, when it comes to things like units that are fully accessible, those are expensive.
8772120	8778551	They cost developers money, which is why when you don't have those subsidies, those units don't get built.
8778611	8782257	I think it's about half the projects that are in the CHFA database.
8782237	8790490	have zero units at 30% AMI and very few of them have anything with regard to accessibility.
8790510	8796559	So I'm hoping you can maybe elaborate on, you know, you're the one who would be using this tool at the end of the day.
8796599	8801246	How do you see it coming in handy with regard to what you're able to do?
8801867	8803330	And then I've won the last follow up.
8805152	8805493	It's pretty.
8809159	8809459	You're not.
8813185	8820073	Thank you.
8820793	8824778	So affordable housing projects aren't notoriously difficult to finance.
8825479	8836130	And I mean, I think if you use the example earlier of tapestry and Denver health, Denver health, as you stated is correct donated the land for tapestry.
8836170	8840235	I can assure you that that development was still very difficult to finance.
8841076	8841336	So
8841569	8851042	even if the land we were giving the land at 100% discount, the projects would still not pencil in many cases.
8851563	8869888	And so our ability to discount the land to 75% as the board prefers just in many cases could get us over the hump from a project not being built to a project being built and to that project having more affordable units as opposed to
8870105	8873649	a higher, more of a middle income range.
8874309	8876752	And that's the difference that the land discount makes.
8877112	8887704	And that's the certainty that this policy helps me bring to conversations with developers is, gets them in the mindset of we're going to get some help here from RTD.
8888484	8891107	We can focus on deeper affordability units.
8891127	8898475	We can make bigger promises to Chaffa or other financing entities to host in Denver.
8898877	8900839	It helps us keep the projects moving.
8901420	8909047	Um, but, and I'd be frank with you, this is, as I said, tapestry, even with a hundred percent discount, it's still hard to do.
8909227	8910569	This is not a silver bullet.
8911169	8917135	Um, but it, it moves the needle and it helps us actually, you know, keep projects afloat and get to the finish line.
8917555	8917996	Thank you, Ms.
8918016	8918356	Brady.
8918597	8921960	We're going to wrap up with director O'Keith and then director Larson.
8922460	8924142	Oh, I thought I got last word.
8924847	8927854	So, I support this amendment.
8927994	8939161	I think it is a reasonable step toward developing communities that are very likely to use our services.
8939301	8943531	And I think increasing ridership is something
8943511	8944613	we all agree on.
8944653	8946916	This is a concrete way to do that.
8948018	8958052	It also takes land not just for our benefit in ridership, but also puts improvements on it that helps the tax base.
8958473	8972353	And I think the communities that we serve would rather see a housing project end up on that property where it becomes improved.
8972333	8973815	versus somewhere else.
8973835	8975136	We're not the only game in town.
8975176	8976778	There's a lot of discounts out there.
8977518	8983505	And so we're not necessarily in a tight buyers market.
8983645	8985907	There's a lot of projects that can go forward.
8986588	8994797	And I think we need to put our best deal, at least give Chessie and the rest of the team the tools to bring the deal forward.
8995758	8997279	I do want to put one plug in.
8997319	8998180	We talked about it.
8998481	9000703	I don't think round leases
9000683	9003386	are the best tool in Colorado.
9003426	9006791	First of all, it's not as common as other places in the world.
9007431	9015642	And the other thing is toward the end of your ground lease, no matter how long you make it, the property will fall into disrepair.
9015942	9021409	They are not going to put money into physical facilities that are going to roll off their books.
9021389	9029080	So, for that reason, I like the discount is great and I love a sale versus a ground lease.
9029100	9031383	And I know you'll keep that in mind as we go forward.
9032084	9039876	And anyway, that's another argument in favor of that tactic.
9039896	9040456	Director Bill Arson.
9042399	9042860	Thank you.
9043100	9046485	I'm going to be a no vote on this.
9046938	9050763	I don't agree with our transit oriented development policy as it is right now.
9050983	9057752	I don't agree with the goal of trying to provide affordable housing or encourage it, incentivize it.
9058132	9062198	I think we should be focused on trying to increase ridership.
9062218	9071950	If we want to provide discounts on our land, we should provide them with the goal in mind of increasing the number of people that can live
9072335	9077220	on the property, whatever is developed, and the amount of traffic that is on the property.
9078381	9080823	So I'm a no on this.
9081504	9082404	Thank you, Director Larson.
9082545	9082845	All right.
9083265	9085247	The indication there is a no vote.
9085587	9087109	I am going to do a roll call vote.
9087189	9090332	As a reminder, we are voting on Director Nicholson's amendment.
9090832	9093755	He was the mover and Director Harwick is the second.
9094536	9095256	Treasure banker.
9098620	9098800	Yes.
9098820	9099440	Director Catlin.
9100922	9101262	Yes.
9102068	9102869	Director Keisinger?
9103189	9103750	Yes.
9103770	9104571	Director Gucinander?
9105092	9105612	Yes.
9105632	9106313	Director Guzman?
9106594	9107735	No.
9107755	9108396	Director Harwick?
9108556	9108796	Yes.
9109717	9110458	Director Larsen?
9111419	9111620	No.
9112721	9113922	Secretary Nicholson?
9113942	9114183	Yes.
9115064	9115905	First Vice-Chair O'Keefe?
9116706	9116926	Yes.
9117487	9118268	Director Pagulari?
9118748	9119009	Yes.
9119569	9120210	Director Ruscha?
9122873	9123454	Sorry, no.
9124375	9125797	And finally, Second Vice-Chair Whitmore?
9126358	9126658	Yes.
9127465	9138662	Okay, and I am a yes, that amendment will pass 10, two, excuse me, 10, three and two.
9140845	9145652	Yes, 10, yes, three, no, two absent, that is the math.
9146253	9152663	Okay, moving on, we are gonna do our second amendment, which was brought forward by Director Ruscha.
9154128	9157552	And Director Ruscha, would you like to introduce the language of the amendment?
9159454	9162358	It's being brought forth by Directors Ruscha and Guzman.
9163038	9170067	And I think he has the language in front of him.
9170087	9171208	Director Guzman.
9171228	9172209	Thank you, Mr. Chair.
9172249	9183342	We would like to make a motion to add the language to the end of this policy that says, additionally, no project will be eligible for any discounts unless it complies with the greater of the following.
9184148	9195530	5% of all units are accessible to persons with mobility disabilities and an additional 2% of all units are accessible to persons with hearing or visual disabilities or to current U.S.
9195550	9198616	Department of Housing, Urban Development Accessibility requirements.
9200921	9201702	Do you have a second?
9202745	9203766	We have Russia's second.
9204828	9205910	Uh, Mr. Crow.
9205930	9206270	I'm sorry.
9206631	9218207	Just to clarify, Director Guzman, as I understood you reading that into the record, the highlighted portion above would be deleted and is not included in your motion.
9218267	9218648	Correct?
9218748	9219089	Correct.
9221973	9222133	Correct.
9222153	9225879	So the language we see, this would substitute the language.
9226419	9226720	Okay.
9226880	9227180	Perfect.
9227601	9231907	Simplifying it to the bare minimum to get this done.
9231927	9232448	Director Russia.
9233913	9238800	I was happy to speak to motion, but I wasn't sure if we were, I'm tired.
9239100	9239461	Is that okay?
9240502	9240602	Okay.
9240622	9244728	I got Guzman as the mover and Risha as the second and we're up for a conversation.
9244808	9244989	Okay.
9245009	9245730	You're up, Dr. Risha.
9246090	9246511	Thank you, sir.
9246551	9246831	Okay.
9246851	9263194	So just for everyone's identification, we struck the first sentence, it was a two sentence amendment, just recognizing that we didn't have full staff concurrence on the first sentence, which would have applied this accessibility minimum to market rate housing.
9263174	9268001	And sometimes you shoot for the stars and land on the moon.
9269003	9276434	The second sentence, which just applies the HUD requirement to affordable housing, we did get staff concurrence.
9276454	9278978	So that's just the, that was the context behind that.
9280741	9282263	I sent out like a
9283390	9290701	I kind of frequently ask questions in anticipation of some questions, so I'm happy to entertain any or we can address them.
9291202	9312553	I will say that we worked for three weeks and some change on this with housing advocates and folks who had worked in the space and people who had worked at CHAFA and at the state level on similar policy and advocacy organizations and then staff and legal.
9312955	9322209	So, I mean, just, I'm sorry, I am tired, too.
9322469	9334407	In case anybody has any questions about what this is, I think just simplify it and say that HUD has a
9334673	9338438	current minimum accessibility requirement for funding, right?
9338538	9347108	And it's 5% of units are accessible to persons with mobility disabilities, additional 2% of units are accessible to persons with hearing or visual disabilities.
9347909	9355538	And so a lot of times in these projects, that HUD requirement is going to kick in, but not all projects are going to have HUD dollars.
9356139	9361305	So just recognizing that a lot of jurisdictions take that HUD standard, which is
9361522	9366267	I maybe miss Brady can correct me, but I think it's 20 plus years old, 30 plus years old now.
9366868	9371913	Um, and they also incorporate that into their policies or their code or statute.
9372193	9375016	We did the same kind of good for goose, good for gander.
9375797	9378059	Um, I will stop there.
9378079	9387529	Uh, unless anyone else has further questions or, or comment questions or comments on this amendment, uh, Dr. Catlin and then secretary Nicholson.
9388910	9404835	I appreciate the thought going into this, but I believe that the First Amendment that we passed does give a lot of latitude towards Chessie and her staff to negotiate.
9405556	9413989	And I fear that this one might be a little bit too regulatory and prescriptive.
9415707	9425740	If that's the HUD requirement and somebody is applying for a HUD grant, then this would be taken care of automatically.
9426341	9435453	So right now I'm willing to listen to other discussions, but I fear that it would not give Ms.
9435493	9442643	Brady and her staff the maximum flexibility to look at the comprehensive merits of a proposal.
9445441	9447002	Um, yeah, Ms.
9447022	9448444	Spriby.
9448464	9448664	Yeah.
9448824	9461496	So this is a bare minimum requirement that Denver already requires, for example, and the Colorado Department of Housing is already considering a higher threshold of requirement.
9461576	9464378	So I have, I have no concerns about incorporating this.
9464458	9468122	I think it, it's already going to be taken care of in most cases.
9468522	9471164	If I might, that's kind of my point.
9471265	9472866	It seems a little bit redundant.
9476339	9477140	Secretary Nicholson.
9478223	9481388	I'd like to offer an amendment, if that's all right.
9482991	9483573	To the amendment.
9483753	9484174	Thank you.
9485396	9486799	Just to clarify, that was a question.
9486919	9488622	You would like to offer an amendment to the amendment?
9488983	9489143	Yes.
9490666	9491327	Let's have an amendment.
9491543	9492985	Mr. Krull.
9493005	9521382	Technically the initial motion on the table is to amend the ETOD policy and this is an amendment to that amendment and at this point you would be amending an amendment to an amendment which is not allowed under Robert's rules so you would need to tackle this amendment as it's being presented and then if you feel so inclined offer an amendment to whatever state the
9521362	9547437	uh policy is in at that point rock on uh secretary yeah so at that point i would say i'd have to be a no been for the very simple reason um where it says no project will be eligible we're talking about an uh equitable tod policy here um which is specifically focused on using our land to facilitate like the literally the policy is about giving discounts um i can't see
9547417	9570437	putting something like this in there unless it is related to said discount so I'd be fine if it said additionally no project receiving a discount will be eligible for any discounts etc unless it complies with but I don't necessarily think it makes sense to do market rate policy in an etod policy thank you secretary i have treasurer banker and then director isha
9570637	9571959	It's just real quick.
9571999	9585199	Have you perhaps considered something more positive saying something like along the lines greater consideration would be given a project if these items were attained as opposed to make it mandatory?
9588183	9589786	Dr. Risha or Dr. Kisman?
9589806	9592189	Again, sort of an amendment, but just a thought.
9592970	9593111	Thanks.
9593131	9597437	So I just want to address what Secretary Nicholson said.
9597856	9605885	I might have missed part of the closed captioning, but I think you said you don't think we should be applying accessibility minimums to market rate.
9606826	9607047	Okay.
9607387	9607988	That's exact.
9608188	9608508	We don't.
9608829	9609690	So this amendment doesn't do that.
9610090	9623226	And the second piece, um, the reason why I didn't say it doesn't reference discounts is because, uh, so this goes at the end of the policy, which is all, like the way it's nested under the paragraph, the discount, this is talking about when discounts apply, if that makes sense.
9623606	9624387	So it's just,
9625902	9629167	It does what you said you wanted it to do.
9629187	9630128	It's just late.
9630669	9631190	On Nicholson.
9631410	9631751	Thank you.
9632171	9636358	And then the, I guess the only question I have for, and this is actually for Ms.
9636398	9637900	Brady, if that's okay.
9638401	9650138	Under what, because you mentioned that Denver has a policy that supersede or that matches this and the state currently is considering a policy that would supersede it, but currently does not.
9650675	9654661	Under what circumstances would this have any effect at all?
9654841	9662933	Like in what circumstances can you imagine in your professional capacity, do you see this being something that would matter?
9664034	9664194	Ms.
9664234	9664515	Brady?
9665276	9669682	Yes, in a jurisdiction that doesn't currently require accessible units.
9669842	9675070	And Director Rush has mentioned some, I'm not aware of them, but this is not my area of expertise.
9675090	9680057	So, but in a jurisdiction that does not already have those requirements that is not
9680257	9693936	accepting HUD money, and if Colorado Department of Housing changes their rules, does not accept Department of Housing money, then that project would then be subject to this policy requirement.
9695819	9696239	Thank you, Ms.
9696280	9696560	Breedy.
9696880	9697702	Secretary, quickly.
9698543	9710179	Yeah, just, I guess, for Director Rusher, Director Guzman, are there any jurisdictions in the RTD service area that don't have that same requirement that Denver does?
9712100	9712901	either directors?
9714303	9718991	Yeah, I think I'm pretty smart, but I'm not qualified to talk about 53 separate jurisdictions.
9719051	9727383	So I'm just going to have to lean into this is E TOD and the E is equitable.
9727904	9733292	We spend a lot of time talking about equity today, including spending a significant amount of time talking about people with disabilities.
9733813	9739542	And so just again, recognizing that the HUD requirement
9742610	9758492	is about equity and not excluding people on the basis of disability from accessing affordable housing because the FH Fair Housing Act, the ADA, and other areas of anti-discrimination law, including state law, don't effectively
9758995	9760377	covered that aspect.
9761599	9763041	Sorry, that was more than what you asked.
9763061	9765125	But no, I can't answer your question.
9766867	9777083	Just like you probably couldn't answer my question about every single jurisdiction in the RTD region that has something regarding parking minimums.
9778024	9779126	It's a broad concept.
9780528	9781290	Thank you, Director Usha.
9781730	9783773	Any further conversation on this amendment?
9784915	9785636	Dr. Guzman.
9785656	9787399	I will offer this last thing.
9787733	9801912	and then we probably should go to a vote, but very simply put, we need to make sure that we are protecting the vulnerable, providing access to these housing units.
9802193	9805477	Even in the city and county of Denver's building codes is not clear.
9805537	9806839	It's as clear as mud.
9807140	9813326	There is reference to this if certain dollars are used, but stacking in the way that developers work, it's not necessarily required.
9813366	9822155	We aspire to a certain ICAA rule, but it's not clear if that means that they have to do this or not in order to get licensed.
9822836	9835408	And so to be fair to ourselves and to ensure that we are taking care of the ADA community and providing those accessible units, I would like to see this in the policy.
9835591	9848383	I would be fine, by the way, to adjust language on this to say we would consider giving additional discount, but I don't want any project to go forward that doesn't meet a bare minimum requirement that's established.
9848423	9860655	And although it is established in other places, it is not established in our policy, and we are the government of this region, and we should take it seriously that we have a due diligence and responsibility to those members of our community that would need this.
9860875	9863117	Thank you.
9864683	9870373	I always have to follow you, Director Guzman, but obviously I'm very in support.
9870633	9881672	Any time that we can be supportive of our communities most in need, those suffering from a whole variety of disabilities, I want to be able to put our best foot forward there.
9882113	9886540	And while we can't call specific jurisdictions, if there is that
9886520	9893495	chance that there is a jurisdiction that isn't meeting this requirement, then we should make sure we're getting there.
9893555	9899087	And if in the process the state comes up with something better or something in the future, that's okay.
9899448	9906503	But I think that this is a safety net in my mind about how to really get there for this community.
9908727	9925158	I think that also, as we're tying these developments, spur off around our transit, that's also giving them better access to the resources and giving them the life that they want and the freedom of movement that we so cherish.
9925218	9927242	So I'm highly in support of this.
9927222	9927562	Thank you.
9928043	9929304	Secretary, less than 30 seconds.
9930606	9934170	This question is for Chessie.
9934410	9942299	My understanding with this language is that it applies to buildings with elevators in it.
9942419	9956976	And so with single stair buildings, that there are different policies around equitable access because of the challenges, obviously, in a single stair building of getting people into the second, the third, the fourth, the fifth floor.
9957277	9960686	You're probably the biggest expert on this in the room.
9961869	9973159	Do you see any concerns with this language when it comes to buildings with stairs only versus elevators?
9973865	9983579	I am not the biggest expert on this in the room, but I would say that equitable, I do know that equitable access and accessible units are different things and have different requirements.
9984400	9987885	And so we're talking specifically about accessible units.
9989207	9995476	We're also not, we're tending to be talking about larger buildings because we do want them to be dense at stations.
9995497	10000183	So I think they're typically going to be elevator buildings, but I don't have any concerns about that.
10000203	10000584	Thank you, Ms.
10000604	10000864	Brady.
10001365	10002707	Let's do the roll call vote.
10002940	10007687	Again, this is the amendment offered by Director Guzman and Director Rusha.
10008288	10008969	Treasure banker.
10012935	10013556	Director Catlin.
10015058	10015278	No.
10016400	10017141	Director Geisinger.
10018383	10018483	Yes.
10018503	10019204	Director Gujranader.
10020246	10020947	Yes.
10020967	10021628	Director Guzman.
10021848	10022830	Yes.
10022850	10023431	Director Harwick.
10023571	10023891	Yep.
10024773	10025394	Director Larson.
10026335	10026515	No.
10027517	10028278	Director Nicholson.
10030661	10030882	Yes.
10031783	10032424	Director O'Keefe.
10035087	10035367	No.
10036228	10036328	No.
10036348	10036489	No.
10036509	10036749	No.
10036769	10036969	No.
10037690	10037950	No.
10038611	10038731	No.
10038751	10039512	No.
10040713	10040894	No.
10041855	10041975	No.
10041995	10042095	No.
10042115	10042415	No.
10042435	10042555	No.
10042596	10042656	No.
10045519	10045799	No.
10045819	10045919	No.
10045939	10046200	No.
10046760	10047221	No.
10047541	10047701	No.
10047882	10051165	No.
10051185	10051305	No.
10052046	10055310	No.
10055350	10057973	No.
10059218	10061100	For nose excuse me for nose.
10061361	10061701	Thank you.
10062161	10064825	So nine four and two nine four and two my apologies.
10065005	10072233	We'll save that for the record Okay, um now moving on back to the main motion as amended.
10072293	10074095	Do we have any further discussion on the main motion?
10076138	10085609	Okay, I will do a roll call vote to for the main motion as amended treasure banker Director Catlin.
10086170	10086610	Yes
10087248	10088029	Director Geisinger.
10088349	10088689	Yep.
10088710	10089530	Director Guchinreider.
10090351	10090752	Yes.
10090772	10091512	Director Guzman.
10092193	10092413	Yes.
10092634	10093374	Director Harwick.
10093394	10093615	Yes.
10094195	10095477	Director Larson.
10095497	10095717	No.
10097058	10097919	Director Nicholson.
10098520	10098740	Yes.
10099120	10099921	Director O'Keefe.
10100201	10100482	Yes.
10100642	10101643	Director Paglieleri.
10102644	10102904	Yes.
10104706	10105447	Director Ruscha.
10105727	10105947	Yes.
10106228	10106968	Director Whitmore.
10107269	10107509	Yes.
10108030	10108910	I'm also yes.
10109011	10109731	We'll pass.
10109751	10111493	12 yes.
10111513	10112594	1 no.
10114897	10115557	2 absent.
10115778	10116158	Thank you.
10117015	10119381	All right, moving on.
10119441	10121907	That was all our recommended actions.
10122749	10123972	Court of Director activities.
10125777	10126860	I think you're all good on that.
10127180	10127782	Other matters?
10130729	10132594	Amen, buddy.
10132709	10134050	Director Guzman.
10134070	10134671	I got one quick.
10134711	10135031	Sorry.
10135532	10143519	Thank you, Mr. Chair, for approving the travel consideration for lodging and assistance to go to the NTI public engagement course in Florida.
